(69, 38)    array([-5.37133974e-01,  3.59892444e-01, -3.94026428e-01,  6.32105545e-01,         1.20178141e-09, -9.44801259e-13, -1.55698086e-11, -8.74436817e-12,         1.31068006e-01, -1.41413485e-11,  4.47924594e-08])    array([5.31715920e-03, 2.43726574e-03, 1.45539982e-03, 2.21764078e-04,        5.56770581e-19, 3.07012870e-23, 1.47077126e-22, 4.04955963e-22,        5.39864893e-04, 3.22438884e-24, 2.00307912e-15])
(69, 44)    array([ 4.12132431e-02, -6.09443158e-01,  6.00378634e-01,  1.33003251e-05,         2.46065606e-01,  3.16171983e-08,  1.65403922e-07, -1.10852691e-07,         3.58549105e-01,  9.26661498e-08,  2.55075183e-01])    array([5.47158874e-03, 2.85858770e-05, 1.27802860e-05, 1.76883708e-10,        4.37111060e-03, 9.99645149e-16, 2.73584573e-14, 1.23127390e-14,        2.15082200e-03, 8.58701531e-15, 2.22021486e-04])
(73, 28)    array([ 4.07915402e-01, -2.33529573e-02,  5.77113228e-01,  4.55048997e-08,        -6.41097438e-09,  5.17240654e-08,  8.04164993e-08, -3.71050375e-08,         6.18583690e-08,  7.07106772e-01, -7.50663584e-08])    array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])
(83, 38)    array([ 4.90876252e-01,  9.04148310e-02,  5.61804056e-01,  6.13555517e-01,         2.61165491e-02,  2.51012453e-04, -2.34866789e-08, -4.97829105e-08,         1.08402944e-01, -4.53105206e-08,  5.17755698e-03])    array([1.54773647e-03, 1.26122758e-03, 1.65136097e-03, 1.30413797e-02,        5.10073954e-03, 3.18593588e-06, 3.78024641e-14, 1.61418250e-13,        2.33249417e-02, 3.94024139e-13, 4.00780217e-04])
(72, 43)    array([ 4.91226909e-01, -5.38114152e-02,  6.64067486e-01,  4.47454454e-01,         9.18183678e-06, -5.51079737e-13, -5.68163630e-13,  2.65424102e-07,         4.47693383e-02,  4.94937749e-13,  3.35551854e-01])    array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])
(76, 53)    array([-1.12186779e-01, -6.72331880e-01,  4.22171753e-01,  3.18960960e-06,         7.92010421e-14,  1.18923423e-06,  3.93087906e-20,  5.27186669e-07,         5.34362013e-01,  1.59269835e-19,  2.67604595e-01])    array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])
(77, 49)    array([-3.57273711e-01, -5.78792342e-01,  5.30717662e-01,  2.79274387e-01,         7.96226890e-11,  1.81849650e-05,  1.51040192e-15,  2.68028554e-07,         2.45345649e-01,  2.75419425e-15,  3.38167788e-01])    array([2.58369206e-05, 1.45946976e-05, 5.47212002e-05, 1.96051438e-03,        6.33969317e-21, 3.24447345e-10, 2.28131510e-30, 6.17469701e-14,        8.71339593e-04, 7.58558772e-30, 2.20552644e-04])
(77, 70)    array([-2.97016926e-01, -4.77352538e-01,  4.28853727e-01,  1.07908801e-08,         2.39362936e-19, -3.11939012e-19,  7.07106768e-01,  1.40324532e-15,         7.70272995e-09,  3.50787694e-15,  1.46983837e-08])    array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])
(78, 46)    array([-1.66028823e-01, -4.22145284e-01,  6.72601566e-01,  5.15420449e-01,         1.83268276e-06,  3.00039395e-12, -5.72045509e-18,  3.79094224e-11,         2.57790594e-01, -1.30932984e-17,  4.16095170e-02])    array([2.13300690e-03, 2.82769300e-03, 8.46240853e-04, 3.64466620e-04,        3.35869150e-12, 9.00059806e-24, 3.27399516e-35, 3.40632537e-22,        8.95731113e-05, 1.71459124e-34, 1.72835966e-03])
(79, 52)    array([ 1.14198618e-01, -7.52333830e-01,  4.15695538e-01,  5.08389490e-02,         7.66829709e-10,  3.38846545e-02, -2.00832173e-16,  1.01653962e-01,         3.06547044e-01,  1.80882396e-16,  3.74315799e-01])    array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])
